route_id,departure_airport,arrival_airport,departure_country,arrival_country,departure_region,arrival_region,is_international,distance_km,avg_flight_time_h,annual_flights_2023,annual_passengers_2023,load_factor_pct,avg_aircraft_age_years,risk_index,incidents_per_mn_flights,route_type
RT00184,VOBL,MMUN,India,Mexico,AsiaPacific,NorthAmerica,1,680,0.8,2354,407076,82.4,12.9,0.116,0.0509,Short-haul
RT00185,MMGL,RJAA,Mexico,Japan,NorthAmerica,AsiaPacific,1,827,1.0,407,53729,75.1,9.5,0.1,0.1789,Short-haul
RT00186,VVNB,YSSY,Vietnam,Australia,AsiaPacific,AsiaPacific,1,428,0.5,1071,98851,81.8,11.3,0.161,0.1777,Short-haul
RT00187,HEAT,OERK,Egypt,Saudi Arabia,Africa,MiddleEast,1,297,0.3,4630,484228,68.4,14.0,0.662,0.0679,Short-haul
RT00188,OICC,EGPH,Iran,UK,MiddleEast,Europe,1,533,0.6,843,140670,86.4,15.1,0.1,0.0392,Short-haul
RT00189,EGKK,CYYC,UK,Canada,Europe,NorthAmerica,1,1396,1.6,2571,188705,76.4,3.7,0.277,0.0735,Short-haul
RT00190,YBBN,VVDN,Australia,Vietnam,AsiaPacific,AsiaPacific,1,1334,1.6,1001,172820,86.1,9.7,0.139,0.1362,Short-haul
RT00191,HKMO,UUEE,Kenya,Russia,Africa,Europe,1,708,0.8,2344,298909,78.0,8.0,0.1,0.0618,Short-haul
RT00192,GMMN,SKBO,Morocco,Colombia,Africa,LatinAmerica,1,1003,1.2,2579,310030,88.2,11.3,0.184,0.257,Short-haul
RT00193,WIMM,LTAI,Indonesia,Turkey,AsiaPacific,Europe,1,1411,1.7,3603,435955,76.3,11.8,0.188,0.1564,Short-haul
RT00194,WIMM,VIDP,Indonesia,India,AsiaPacific,AsiaPacific,1,3062,3.6,2221,354311,81.4,11.3,0.133,0.2806,Medium-haul
RT00195,RJAA,WABB,Japan,Indonesia,AsiaPacific,AsiaPacific,1,1066,1.3,13437,1977168,84.2,5.5,0.194,0.0676,Short-haul
RT00196,EDDB,SKBO,Germany,Colombia,Europe,LatinAmerica,1,2434,2.9,900,116527,83.2,7.0,0.823,0.2392,Medium-haul
RT00197,SKCL,LTFM,Colombia,Turkey,LatinAmerica,Europe,1,1820,2.1,2145,307286,81.4,5.8,0.146,0.3926,Short-haul
RT00198,VVTS,SABE,Vietnam,Argentina,AsiaPacific,LatinAmerica,1,521,0.6,1493,181665,80.6,8.3,0.172,0.0543,Short-haul
RT00199,OICC,RJTT,Iran,Japan,MiddleEast,AsiaPacific,1,1698,2.0,3753,570441,90.4,1.0,0.18,0.1123,Short-haul
RT00200,EGCC,UNNT,UK,Russia,Europe,Europe,1,1075,1.3,1920,322286,84.0,4.9,0.722,0.1397,Short-haul
RT00201,WSAP,EDDF,Singapore,Germany,SoutheastAsia,Europe,1,1461,1.7,371,41432,76.7,11.7,0.162,0.167,Short-haul
RT00202,YPPH,VNPK,Australia,Nepal,AsiaPacific,SouthAsia,1,497,0.6,27270,4592073,83.4,14.0,0.195,0.0952,Short-haul
RT00203,VVNB,YPPH,Vietnam,Australia,AsiaPacific,AsiaPacific,1,1040,1.2,1061,139878,84.0,5.9,0.286,0.12,Short-haul
RT00204,LFMN,SCAR,France,Chile,Europe,LatinAmerica,1,1042,1.2,2743,225849,74.0,15.6,0.593,0.0889,Short-haul
RT00205,KLAX,VNKT,USA,Nepal,NorthAmerica,SouthAsia,1,700,0.8,1560,179197,84.8,12.2,0.251,0.2685,Short-haul
RT00206,KMIA,KDEN,USA,USA,NorthAmerica,NorthAmerica,0,580,0.7,8886,1221661,80.7,8.6,0.28,0.0424,Short-haul
RT00207,HKJK,EGLL,Kenya,UK,Africa,Europe,1,3789,4.5,2047,222397,90.1,14.9,0.211,0.042,Medium-haul
RT00208,LFMN,WARR,France,Indonesia,Europe,AsiaPacific,1,1519,1.8,7066,902815,72.1,11.8,0.199,0.1063,Short-haul
RT00209,WIMM,RKPK,Indonesia,SouthKorea,AsiaPacific,AsiaPacific,1,1165,1.4,5110,652514,57.7,10.3,0.36,0.1945,Short-haul
RT00210,DNKN,GMMN,Nigeria,Morocco,Africa,Africa,1,1540,1.8,5045,789759,81.2,10.7,0.229,0.0632,Short-haul
RT00211,KLAX,URSS,USA,Russia,NorthAmerica,Europe,1,2883,3.4,1068,146292,86.9,6.9,0.52,0.2806,Medium-haul
RT00212,SCVD,RJFF,Chile,Japan,LatinAmerica,AsiaPacific,1,1027,1.2,1884,359299,71.3,8.4,0.402,0.1015,Short-haul
RT00213,ZUUU,VTBS,China,Thailand,AsiaPacific,AsiaPacific,1,2753,3.2,800,82127,70.1,1.0,0.124,0.0296,Medium-haul
RT00214,HELX,LTAI,Egypt,Turkey,Africa,Europe,1,736,0.9,16318,1890187,75.2,6.4,0.1,0.3043,Short-haul
RT00215,SBCF,HECA,Brazil,Egypt,LatinAmerica,Africa,1,932,1.1,6385,741892,81.9,11.0,0.1,0.2795,Short-haul
RT00216,OTHH,LFPG,Qatar,France,MiddleEast,Europe,1,1020,1.2,4915,486056,82.0,10.9,0.1,0.1297,Short-haul
RT00217,RKSS,HKMO,SouthKorea,Kenya,AsiaPacific,Africa,1,6599,7.8,1343,248795,74.6,13.6,0.173,0.1958,Long-haul
RT00218,EDDF,SBGR,Germany,Brazil,Europe,LatinAmerica,1,489,0.6,789,155194,98.0,7.0,0.35,0.1071,Short-haul
RT00219,LFLL,LFPG,France,France,Europe,Europe,0,665,0.8,1784,129604,98.0,16.3,0.142,0.2301,Short-haul
RT00220,MMUN,OIIE,Mexico,Iran,NorthAmerica,MiddleEast,1,734,0.9,2473,473936,85.2,9.8,0.217,0.1097,Short-haul
RT00221,OERK,OMAA,Saudi Arabia,UAE,MiddleEast,MiddleEast,1,901,1.1,4670,596985,85.3,5.6,0.427,0.1397,Short-haul
RT00222,KATL,SKCL,USA,Colombia,NorthAmerica,LatinAmerica,1,1202,1.4,2789,432004,69.8,19.8,0.117,0.0665,Short-haul
RT00223,SBGL,WIII,Brazil,Indonesia,LatinAmerica,AsiaPacific,1,936,1.1,1485,164153,83.7,1.0,0.435,0.0414,Short-haul
RT00224,ZGGG,MMGL,China,Mexico,AsiaPacific,NorthAmerica,1,1748,2.1,14319,2808953,79.4,12.0,0.125,0.1684,Short-haul
RT00225,HTDA,ZHHH,Tanzania,China,Africa,AsiaPacific,1,1197,1.4,4281,621638,97.6,3.9,0.419,0.1489,Short-haul
RT00226,EDDB,RJFF,Germany,Japan,Europe,AsiaPacific,1,1113,1.3,958,98965,78.3,9.8,0.193,0.1144,Short-haul
RT00227,VECC,EDDH,India,Germany,AsiaPacific,Europe,1,2056,2.4,4843,753671,90.2,5.6,0.103,0.0395,Medium-haul
RT00228,WIII,SCEL,Indonesia,Chile,AsiaPacific,LatinAmerica,1,1459,1.7,4030,340164,75.4,16.0,0.1,0.1223,Short-haul
RT00229,FAOR,LTFM,SouthAfrica,Turkey,Africa,Europe,1,4068,4.8,1866,211528,94.5,8.5,0.106,0.0438,Medium-haul
RT00230,DNMM,VVNB,Nigeria,Vietnam,Africa,AsiaPacific,1,1445,1.7,1010,133224,80.8,2.6,0.642,0.1379,Short-haul
RT00231,RPLL,VNPL,Philippines,Nepal,AsiaPacific,SouthAsia,1,2257,2.7,4355,619529,79.7,6.5,0.157,0.2552,Medium-haul
RT00232,EDDM,RJAA,Germany,Japan,Europe,AsiaPacific,1,2425,2.9,1160,223652,92.9,20.0,0.103,0.1998,Medium-haul
RT00233,YMML,RJTT,Australia,Japan,AsiaPacific,AsiaPacific,1,503,0.6,7387,1268625,71.9,10.9,0.319,0.1569,Short-haul
RT00234,OEDM,VABB,Saudi Arabia,India,MiddleEast,AsiaPacific,1,1244,1.5,3328,522954,76.6,14.2,0.234,0.1435,Short-haul
RT00235,OTHH,CYVR,Qatar,Canada,MiddleEast,NorthAmerica,1,1611,1.9,1231,198754,71.7,12.7,0.717,0.1808,Short-haul
RT00236,SBCF,UNNT,Brazil,Russia,LatinAmerica,Europe,1,2108,2.5,2241,411879,82.2,1.9,0.793,0.108,Medium-haul
RT00237,SAEZ,CYVR,Argentina,Canada,LatinAmerica,NorthAmerica,1,1722,2.0,1051,122247,85.1,8.5,0.156,0.1488,Short-haul
RT00238,WMKK,MMGL,Malaysia,Mexico,AsiaPacific,NorthAmerica,1,1441,1.7,997,148296,95.0,8.1,0.1,0.3118,Short-haul
RT00239,SABE,CYMX,Argentina,Canada,LatinAmerica,NorthAmerica,1,1619,1.9,228,34168,98.0,9.1,0.262,0.2757,Short-haul
RT00240,VOBL,SBGL,India,Brazil,AsiaPacific,LatinAmerica,1,659,0.8,3628,329839,77.3,3.3,0.171,0.0439,Short-haul
RT00241,RJTT,FALE,Japan,SouthAfrica,AsiaPacific,Africa,1,2093,2.5,2350,354872,91.5,14.1,0.179,0.4671,Medium-haul
RT00242,SCVD,VIDP,Chile,India,LatinAmerica,AsiaPacific,1,1041,1.2,368,42214,77.2,16.8,0.287,0.0686,Short-haul
RT00243,EGPH,GMME,UK,Morocco,Europe,Africa,1,484,0.6,1414,183395,86.5,1.0,0.236,0.0539,Short-haul
RT00244,ZSPD,KSFO,China,USA,AsiaPacific,NorthAmerica,1,2379,2.8,2617,299932,85.4,7.8,0.496,0.2154,Medium-haul
RT00245,HKMO,OMAA,Kenya,UAE,Africa,MiddleEast,1,831,1.0,1856,309969,82.2,12.0,0.715,0.1282,Short-haul
RT00246,MMGL,VOMM,Mexico,India,NorthAmerica,AsiaPacific,1,1030,1.2,2149,188210,90.3,7.7,0.149,0.1146,Short-haul
RT00247,OPKC,WIII,Pakistan,Indonesia,SouthAsia,AsiaPacific,1,1265,1.5,6640,914569,76.3,4.8,0.1,0.095,Short-haul
RT00248,KLAX,RJBB,USA,Japan,NorthAmerica,AsiaPacific,1,397,0.5,539,93170,77.2,9.1,0.342,0.046,Short-haul
RT00249,RKPK,UUDD,SouthKorea,Russia,AsiaPacific,Europe,1,2511,3.0,1838,144145,97.9,5.6,0.138,0.1375,Medium-haul
RT00250,WSSS,WARR,Singapore,Indonesia,SoutheastAsia,AsiaPacific,1,334,0.4,1727,275307,79.5,6.6,0.15,0.2046,Short-haul
RT00251,WMKP,KATL,Malaysia,USA,AsiaPacific,NorthAmerica,1,1158,1.4,4912,807180,89.3,14.5,0.138,0.0933,Short-haul
RT00252,RJAA,UNNT,Japan,Russia,AsiaPacific,Europe,1,1737,2.0,4611,430490,73.5,4.7,0.68,0.3359,Short-haul
RT00253,DNAS,FNLU,Nigeria,Angola,Africa,Africa,1,370,0.4,2245,322096,79.4,5.4,0.177,0.1446,Short-haul
RT00254,WSAP,DNMM,Singapore,Nigeria,SoutheastAsia,Africa,1,3457,4.1,2814,424259,78.0,15.2,0.245,0.084,Medium-haul
RT00255,CYYC,OMAA,Canada,UAE,NorthAmerica,MiddleEast,1,254,0.3,3779,621358,78.5,7.7,0.187,0.1741,Short-haul
RT00256,WSAP,VNKT,Singapore,Nepal,SoutheastAsia,SouthAsia,1,1218,1.4,1758,389485,91.6,16.5,0.208,0.2711,Short-haul
RT00257,RJAA,VTCC,Japan,Thailand,AsiaPacific,AsiaPacific,1,841,1.0,1221,183482,81.6,8.4,0.545,0.0725,Short-haul
RT00258,SBCF,HEAT,Brazil,Egypt,LatinAmerica,Africa,1,3345,3.9,3983,395205,77.4,14.3,0.185,0.2532,Medium-haul
RT00259,FNBG,URSS,Angola,Russia,Africa,Europe,1,6452,7.6,21159,3007000,87.9,13.3,0.338,0.4094,Long-haul
RT00260,OIII,OMAA,Iran,UAE,MiddleEast,MiddleEast,1,606,0.7,1067,183346,79.6,7.0,0.236,0.1443,Short-haul
RT00261,HECA,HAHM,Egypt,Ethiopia,Africa,Africa,1,680,0.8,1638,161895,86.6,4.2,0.137,0.145,Short-haul
RT00262,OPKC,OTHH,Pakistan,Qatar,SouthAsia,MiddleEast,1,490,0.6,4076,472735,82.0,10.9,0.671,0.1733,Short-haul
RT00263,MMUN,YBBN,Mexico,Australia,NorthAmerica,AsiaPacific,1,1637,1.9,2023,235736,79.0,8.7,0.633,0.2257,Short-haul
RT00264,LFLL,OERK,France,Saudi Arabia,Europe,MiddleEast,1,379,0.4,5123,573105,78.0,6.9,0.127,0.4419,Short-haul
RT00265,VTCC,OTBD,Thailand,Qatar,AsiaPacific,MiddleEast,1,2240,2.6,1522,234315,81.5,16.4,0.378,0.0752,Medium-haul
RT00266,OIII,UUEE,Iran,Russia,MiddleEast,Europe,1,1116,1.3,1438,234016,88.7,16.5,0.371,0.0548,Short-haul
RT00267,HKJK,KDFW,Kenya,USA,Africa,NorthAmerica,1,394,0.5,3189,395818,84.1,5.1,0.1,0.3845,Short-haul
RT00268,RJFF,OERK,Japan,Saudi Arabia,AsiaPacific,MiddleEast,1,826,1.0,6518,862146,85.1,9.9,0.274,0.1459,Short-haul
RT00269,EGGD,RKSS,UK,SouthKorea,Europe,AsiaPacific,1,447,0.5,1050,111604,84.7,9.4,0.1,0.0499,Short-haul
RT00270,EDDB,UUEE,Germany,Russia,Europe,Europe,1,408,0.5,995,144059,76.3,8.5,0.1,0.2991,Short-haul
RT00271,WABB,SAME,Indonesia,Argentina,AsiaPacific,LatinAmerica,1,1129,1.3,3941,531517,75.5,13.5,0.762,0.4089,Short-haul
RT00272,SBCF,SBGR,Brazil,Brazil,LatinAmerica,LatinAmerica,0,1180,1.4,1563,170317,77.9,15.8,0.191,0.1518,Short-haul
RT00273,RJBB,LTFM,Japan,Turkey,AsiaPacific,Europe,1,1577,1.9,439,67901,81.6,6.7,0.296,0.0669,Short-haul
RT00274,GMMN,KORD,Morocco,USA,Africa,NorthAmerica,1,632,0.7,1339,164730,98.0,10.8,0.624,0.1509,Short-haul
RT00275,VABB,KDFW,India,USA,AsiaPacific,NorthAmerica,1,2306,2.7,3184,425391,76.7,13.1,0.171,0.5729,Medium-haul
RT00276,SCVD,FNBG,Chile,Angola,LatinAmerica,Africa,1,762,0.9,1341,230993,81.4,21.6,0.208,0.0501,Short-haul
RT00277,OERK,LFMN,Saudi Arabia,France,MiddleEast,Europe,1,2030,2.4,649,68899,77.7,14.5,0.608,0.1681,Medium-haul
RT00278,UUDD,OTBD,Russia,Qatar,Europe,MiddleEast,1,491,0.6,4943,603137,71.2,8.6,0.672,0.2871,Short-haul
RT00279,EGLL,RPLL,UK,Philippines,Europe,AsiaPacific,1,2818,3.3,1089,141347,74.3,5.8,0.1,0.1877,Medium-haul
RT00280,SCVD,RJFF,Chile,Japan,LatinAmerica,AsiaPacific,1,1733,2.0,3368,636906,74.2,16.0,0.395,0.149,Short-haul
RT00281,KJFK,WABB,USA,Indonesia,NorthAmerica,AsiaPacific,1,594,0.7,859,135278,85.2,6.0,0.227,0.1563,Short-haul
RT00282,RPMD,HTKA,Philippines,Tanzania,AsiaPacific,Africa,1,381,0.4,2419,402362,86.9,10.9,0.171,0.2515,Short-haul
RT00283,SKBO,UNNT,Colombia,Russia,LatinAmerica,Europe,1,2213,2.6,2785,569174,85.0,9.8,0.1,0.1152,Medium-haul
RT00284,OPLA,FNLU,Pakistan,Angola,SouthAsia,Africa,1,633,0.7,583,88657,88.3,12.4,0.166,0.0636,Short-haul
RT00285,SKBO,LFMN,Colombia,France,LatinAmerica,Europe,1,3202,3.8,535,55113,81.8,4.4,0.189,0.0409,Medium-haul
RT00286,LFLL,DNMM,France,Nigeria,Europe,Africa,1,447,0.5,1987,306982,74.7,16.1,0.212,0.2069,Short-haul
RT00287,ZGGG,OICC,China,Iran,AsiaPacific,MiddleEast,1,200,0.2,1930,216637,75.4,3.1,0.189,0.0776,Short-haul
RT00288,KLAX,MMUN,USA,Mexico,NorthAmerica,NorthAmerica,1,1095,1.3,786,74121,72.8,6.8,0.162,0.1801,Short-haul
RT00289,SCAR,EDDB,Chile,Germany,LatinAmerica,Europe,1,1818,2.1,1576,272154,74.9,15.7,0.1,0.2673,Short-haul
RT00290,RPLL,KLAX,Philippines,USA,AsiaPacific,NorthAmerica,1,1011,1.2,1293,257707,87.9,9.6,0.101,0.0799,Short-haul
RT00291,YMML,HKJK,Australia,Kenya,AsiaPacific,Africa,1,824,1.0,1703,296906,68.1,5.8,0.399,0.0655,Short-haul
RT00292,FALE,WMKP,SouthAfrica,Malaysia,Africa,AsiaPacific,1,2549,3.0,1008,192306,75.8,4.2,0.269,0.1513,Medium-haul
RT00293,HECA,HTKJ,Egypt,Tanzania,Africa,Africa,1,769,0.9,919,150124,75.1,13.6,0.751,0.1139,Short-haul
RT00294,MMGL,EDDM,Mexico,Germany,NorthAmerica,Europe,1,458,0.5,2699,353294,90.4,13.9,0.286,0.2371,Short-haul
RT00295,RKSI,VVDN,SouthKorea,Vietnam,AsiaPacific,AsiaPacific,1,843,1.0,450,69228,82.9,9.8,0.177,0.0918,Short-haul
RT00296,HTKA,WMKP,Tanzania,Malaysia,Africa,AsiaPacific,1,1724,2.0,4938,396888,88.5,9.1,0.258,0.2232,Short-haul
RT00297,OEDM,HECA,Saudi Arabia,Egypt,MiddleEast,Africa,1,753,0.9,1226,128531,85.6,7.7,0.528,0.1274,Short-haul
RT00298,EDDH,KMIA,Germany,USA,Europe,NorthAmerica,1,1851,2.2,386,52256,74.1,16.8,0.1,0.1457,Short-haul
RT00299,LFPO,HECA,France,Egypt,Europe,Africa,1,2318,2.7,454,46739,87.8,8.9,0.146,0.1281,Medium-haul
RT00300,VECC,SABE,India,Argentina,AsiaPacific,LatinAmerica,1,4516,5.3,1492,248142,81.0,11.6,0.241,0.1098,Medium-haul
RT00301,OMDB,OTBD,UAE,Qatar,MiddleEast,MiddleEast,1,744,0.9,3995,508600,75.5,5.2,0.127,0.0416,Short-haul
RT00302,WABB,EGPH,Indonesia,UK,AsiaPacific,Europe,1,641,0.8,2155,225751,72.2,11.2,0.446,0.1998,Short-haul
RT00303,RPMD,VNKT,Philippines,Nepal,AsiaPacific,SouthAsia,1,787,0.9,1496,139518,67.0,12.2,0.366,0.0994,Short-haul
RT00304,DNAS,OPIS,Nigeria,Pakistan,Africa,SouthAsia,1,1030,1.2,1135,154043,83.2,14.6,0.164,0.0875,Short-haul
RT00305,GMME,RKPK,Morocco,SouthKorea,Africa,AsiaPacific,1,2805,3.3,264,30663,85.5,11.3,0.592,0.3328,Medium-haul
RT00306,RPLL,OMSJ,Philippines,UAE,AsiaPacific,MiddleEast,1,666,0.8,611,80230,83.3,2.5,0.456,0.189,Short-haul
RT00307,UNNT,EDDH,Russia,Germany,Europe,Europe,1,1831,2.2,2861,537913,85.6,2.9,0.985,0.3035,Short-haul
RT00308,RKSS,ZUUU,SouthKorea,China,AsiaPacific,AsiaPacific,1,815,1.0,4999,928049,83.9,3.9,0.187,0.3116,Short-haul
RT00309,SCVD,VOBL,Chile,India,LatinAmerica,AsiaPacific,1,1027,1.2,679,58431,87.5,11.1,0.263,0.1304,Short-haul
RT00310,ZUUU,VNKT,China,Nepal,AsiaPacific,SouthAsia,1,4587,5.4,5068,771495,87.7,4.4,0.188,0.3846,Medium-haul
RT00311,YPPH,WSSS,Australia,Singapore,AsiaPacific,SoutheastAsia,1,602,0.7,1863,234414,78.3,3.3,0.279,0.1972,Short-haul
RT00312,FAOR,EDDF,SouthAfrica,Germany,Africa,Europe,1,2144,2.5,892,132303,89.7,10.9,0.336,0.0528,Medium-haul
RT00313,OICC,OMAA,Iran,UAE,MiddleEast,MiddleEast,1,1158,1.4,7252,827804,98.0,5.9,0.102,0.0521,Short-haul
RT00314,SAME,HKMO,Argentina,Kenya,LatinAmerica,Africa,1,3705,4.4,9377,1264106,95.4,9.9,0.181,0.0814,Medium-haul
RT00315,ZHHH,ZBAA,China,China,AsiaPacific,AsiaPacific,0,701,0.8,3129,397585,75.7,5.7,0.181,0.2961,Short-haul
RT00316,OPLA,KSFO,Pakistan,USA,SouthAsia,NorthAmerica,1,1909,2.2,7177,1074601,64.8,12.2,0.157,0.2127,Short-haul
RT00317,SCAR,SAME,Chile,Argentina,LatinAmerica,LatinAmerica,1,2171,2.6,1731,333593,94.0,10.0,0.112,0.1967,Medium-haul
RT00318,YBBN,KDEN,Australia,USA,AsiaPacific,NorthAmerica,1,322,0.4,731,101533,81.0,10.2,0.323,0.1235,Short-haul
RT00319,FAOR,VVNB,SouthAfrica,Vietnam,Africa,AsiaPacific,1,2515,3.0,19285,2367534,76.4,7.2,0.1,0.1196,Medium-haul
RT00320,FNLU,MMTJ,Angola,Mexico,Africa,NorthAmerica,1,1339,1.6,4714,519207,84.3,9.8,0.1,0.0314,Short-haul
RT00321,CYYC,WABB,Canada,Indonesia,NorthAmerica,AsiaPacific,1,585,0.7,960,182532,91.2,5.3,0.346,0.1715,Short-haul
RT00322,OPIS,VOBL,Pakistan,India,SouthAsia,AsiaPacific,1,704,0.8,208,23603,82.7,11.0,0.1,0.0431,Short-haul
RT00323,DNMM,WSAP,Nigeria,Singapore,Africa,SoutheastAsia,1,1489,1.8,4781,625568,87.0,6.7,0.973,0.0976,Short-haul
RT00324,WMKP,OTBD,Malaysia,Qatar,AsiaPacific,MiddleEast,1,871,1.0,1580,198923,88.4,4.5,0.24,0.1584,Short-haul
RT00325,HKMO,HEAT,Kenya,Egypt,Africa,Africa,1,631,0.7,8952,1594481,86.3,7.3,0.471,0.1681,Short-haul
RT00326,LTFM,SABE,Turkey,Argentina,Europe,LatinAmerica,1,1817,2.1,2175,392758,87.0,9.0,0.326,0.0925,Short-haul
RT00327,GMAD,SBGR,Morocco,Brazil,Africa,LatinAmerica,1,784,0.9,841,110277,86.2,9.0,0.313,0.2171,Short-haul
RT00328,EDDM,SBGR,Germany,Brazil,Europe,LatinAmerica,1,822,1.0,439,55512,98.0,15.3,1.074,0.3757,Short-haul
RT00329,WMKP,OICC,Malaysia,Iran,AsiaPacific,MiddleEast,1,3238,3.8,6006,1045950,85.8,16.8,1.038,0.1667,Medium-haul
RT00330,SAME,EDDH,Argentina,Germany,LatinAmerica,Europe,1,666,0.8,1374,262167,74.2,19.4,2.238,0.0843,Short-haul
RT00331,EDDB,EGPH,Germany,UK,Europe,Europe,1,1598,1.9,4748,624265,73.1,9.4,0.581,0.0427,Short-haul
RT00332,DNAS,EGLL,Nigeria,UK,Africa,Europe,1,393,0.5,4325,800614,76.1,10.8,0.34,0.4557,Short-haul
RT00333,EDDB,VECC,Germany,India,Europe,AsiaPacific,1,2517,3.0,1667,130658,73.3,15.6,0.345,0.5566,Medium-haul
RT00334,YBBN,RPLL,Australia,Philippines,AsiaPacific,AsiaPacific,1,2149,2.5,1986,147716,98.0,9.4,0.1,0.1513,Medium-haul
RT00335,URSS,WMKP,Russia,Malaysia,Europe,AsiaPacific,1,1164,1.4,7611,936448,85.6,3.6,0.269,0.0859,Short-haul
RT00336,HKMO,WSAP,Kenya,Singapore,Africa,SoutheastAsia,1,779,0.9,438,45886,68.7,11.0,0.488,0.1059,Short-haul
RT00337,OPIS,MMTJ,Pakistan,Mexico,SouthAsia,NorthAmerica,1,2213,2.6,15796,2605070,76.8,5.1,0.303,0.083,Medium-haul
RT00338,RPMD,ZUUU,Philippines,China,AsiaPacific,AsiaPacific,1,796,0.9,718,99064,74.6,12.9,0.415,0.1376,Short-haul
RT00339,OTBD,LFLL,Qatar,France,MiddleEast,Europe,1,1364,1.6,759,73799,98.0,8.1,0.185,0.0929,Short-haul
RT00340,EGCC,KATL,UK,USA,Europe,NorthAmerica,1,626,0.7,3235,388739,91.3,11.6,0.109,0.0896,Short-haul
RT00341,KATL,RPMD,USA,Philippines,NorthAmerica,AsiaPacific,1,1412,1.7,2668,550390,80.2,13.7,0.226,0.0339,Short-haul
RT00342,FALE,KLAX,SouthAfrica,USA,Africa,NorthAmerica,1,1045,1.2,954,66913,87.0,6.5,0.1,0.6004,Short-haul
RT00343,EDDB,RKSI,Germany,SouthKorea,Europe,AsiaPacific,1,1141,1.3,11636,1607391,92.7,14.8,0.112,0.1134,Short-haul
RT00344,WMKB,RKPK,Malaysia,SouthKorea,AsiaPacific,AsiaPacific,1,2171,2.6,4333,591669,68.0,8.5,0.225,0.0785,Medium-haul
RT00345,MMUN,VOBL,Mexico,India,NorthAmerica,AsiaPacific,1,1303,1.5,1008,158712,73.7,10.8,0.1,0.1549,Short-haul
RT00346,SBGL,ZHHH,Brazil,China,LatinAmerica,AsiaPacific,1,2735,3.2,1717,346435,81.8,10.3,0.348,0.0948,Medium-haul
RT00347,HKJK,SKBO,Kenya,Colombia,Africa,LatinAmerica,1,807,0.9,1441,198048,77.6,11.5,0.145,0.3842,Short-haul
RT00348,OPLA,SBGR,Pakistan,Brazil,SouthAsia,LatinAmerica,1,3293,3.9,761,95061,88.7,5.1,0.157,0.4898,Medium-haul
RT00349,OMAA,MMGL,UAE,Mexico,MiddleEast,NorthAmerica,1,910,1.1,363,62000,86.9,3.7,0.218,0.1085,Short-haul
RT00350,KMIA,RJFF,USA,Japan,NorthAmerica,AsiaPacific,1,1068,1.3,964,159026,89.7,5.6,0.274,0.2524,Short-haul
RT00351,VVNB,HELX,Vietnam,Egypt,AsiaPacific,Africa,1,1695,2.0,2025,280591,79.1,8.6,0.164,0.3854,Short-haul
RT00352,GMAD,OIIE,Morocco,Iran,Africa,MiddleEast,1,568,0.7,10209,1396555,94.9,8.4,0.123,0.1808,Short-haul
RT00353,VOBL,FNBG,India,Angola,AsiaPacific,Africa,1,625,0.7,800,153200,84.3,3.6,0.224,0.1228,Short-haul
RT00354,UNNT,RPMD,Russia,Philippines,Europe,AsiaPacific,1,4154,4.9,33353,4041244,74.5,14.7,0.644,0.0225,Medium-haul
RT00355,CYVR,VNPL,Canada,Nepal,NorthAmerica,SouthAsia,1,941,1.1,4001,51837,83.5,9.9,0.182,0.2239,Short-haul
RT00356,HELX,SBCF,Egypt,Brazil,Africa,LatinAmerica,1,446,0.5,2627,299009,78.7,1.0,0.12,0.0632,Short-haul
RT00357,OIIE,EGKK,Iran,UK,MiddleEast,Europe,1,442,0.5,6827,1065478,77.4,9.8,0.11,0.0576,Short-haul
RT00358,RJAA,VNPL,Japan,Nepal,AsiaPacific,SouthAsia,1,659,0.8,5524,363122,69.2,14.2,0.1,0.3366,Short-haul
RT00359,DNMM,RPMD,Nigeria,Philippines,Africa,AsiaPacific,1,1750,2.1,1510,126788,81.6,12.4,0.177,0.6011,Short-haul
RT00360,HTDA,ZHHH,Tanzania,China,Africa,AsiaPacific,1,394,0.5,1435,207552,80.8,12.6,0.687,0.068,Short-haul
RT00361,YMML,WMKP,Australia,Malaysia,AsiaPacific,AsiaPacific,1,295,0.3,856,162377,81.7,11.1,0.117,0.5768,Short-haul
RT00362,OEJN,LFMN,Saudi Arabia,France,MiddleEast,Europe,1,434,0.5,3624,565569,94.4,13.4,0.103,0.0563,Short-haul
RT00363,SCVD,SCAR,Chile,Chile,LatinAmerica,LatinAmerica,0,1178,1.4,1992,271053,85.3,9.3,0.134,0.0916,Short-haul
RT00364,SBGL,FAOR,Brazil,SouthAfrica,LatinAmerica,Africa,1,731,0.9,637,118190,85.8,8.7,0.445,0.1171,Short-haul
RT00365,EDDH,MMUN,Germany,Mexico,Europe,NorthAmerica,1,9650,11.4,889,154479,77.5,9.5,0.17,0.1862,Long-haul
RT00366,FALE,EGPH,SouthAfrica,UK,Africa,Europe,1,3251,3.8,3176,554557,83.4,6.2,0.138,0.0856,Medium-haul
RT00367,RKSI,FAOR,SouthKorea,SouthAfrica,AsiaPacific,Africa,1,768,0.9,5448,851038,85.5,12.9,0.1,0.4978,Short-haul
RT00368,URSS,SBGL,Russia,Brazil,Europe,LatinAmerica,1,1995,2.3,5451,640040,81.7,11.2,0.251,0.3025,Short-haul
